51 0 AP890503-0279  1 0.26781082 run-1
74 0 AP890216-0170  407 0.022276232 run-1
74 0 AP890501-0110  408 0.022276232 run-1
74 0 AP890504-0122  409 0.022276232 run-1
74 0 AP890223-0144  410 0.022276232 run-1
74 0 AP890505-0172  411 0.022276232 run-1
74 0 AP890507-0066  412 0.022276232 run-1
74 0 AP890926-0187  413 0.022276232 run-1
74 0 AP890226-0039  414 0.022276232 run-1
74 0 AP890226-0103  415 0.022276232 run-1
74 0 AP890928-0006  416 0.022276232 run-1
74 0 AP890510-0151  417 0.022276232 run-1
74 0 AP890929-0062  418 0.022276232 run-1
74 0 AP890721-0026  419 0.022276232 run-1
74 0 AP891002-0072  420 0.022276232 run-1
74 0 AP891002-0114  421 0.022276232 run-1
74 0 AP891004-0135  422 0.022276232 run-1
74 0 AP890307-0075  423 0.022276232 run-1
74 0 AP890726-0277  424 0.022276232 run-1
74 0 AP891218-0248  425 0.021821614 run-1
74 0 AP890310-0042  426 0.021821614 run-1
74 0 AP890521-0008  427 0.021821614 run-1
74 0 AP891219-0191  428 0.021821614 run-1
74 0 AP891219-0230  429 0.021821614 run-1
74 0 AP890311-0079  430 0.021821614 run-1
74 0 AP891220-0169  431 0.021821614 run-1
74 0 AP890731-0247  432 0.021821614 run-1
74 0 AP891011-0270  433 0.021821614 run-1
74 0 AP891221-0125  434 0.021821614 run-1
74 0 AP890523-0158  435 0.021821614 run-1
74 0 AP891013-0097  436 0.021821614 run-1
74 0 AP890525-0184  437 0.021821614 run-1
74 0 AP891016-0043  438 0.021821614 run-1
74 0 AP891016-0110  439 0.021821614 run-1
74 0 AP890804-0171  440 0.021821614 run-1
74 0 AP891226-0188  441 0.021821614 run-1
74 0 AP890805-0033  442 0.021821614 run-1
74 0 AP890109-0180  443 0.021821614 run-1
74 0 AP890526-0238  444 0.021821614 run-1
74 0 AP890109-0252  445 0.021821614 run-1
74 0 AP890808-0030  446 0.021821614 run-1
74 0 AP890318-0073  447 0.021821614 run-1
74 0 AP890111-0188  448 0.021821614 run-1
74 0 AP890112-0057  449 0.021821614 run-1
74 0 AP891019-0329  450 0.021821614 run-1
74 0 AP890531-0287  451 0.021821614 run-1
74 0 AP890601-0169  452 0.021821614 run-1
74 0 AP890323-0025  453 0.021821614 run-1
74 0 AP890114-0064  454 0.021821614 run-1
74 0 AP890601-0375  455 0.021821614 run-1
74 0 AP890115-0027  456 0.021821614 run-1
74 0 AP890602-0084  457 0.021821614 run-1
74 0 AP890602-0255  458 0.021821614 run-1
74 0 AP890814-0220  459 0.021821614 run-1
74 0 AP890325-0034  460 0.021821614 run-1
74 0 AP890118-0095  461 0.021821614 run-1
74 0 AP890607-0202  462 0.021821614 run-1
74 0 AP890607-0245  463 0.021821614 run-1
74 0 AP891026-0250  464 0.021821614 run-1
74 0 AP890608-0268  465 0.021821614 run-1
74 0 AP891027-0144  466 0.021821614 run-1
74 0 AP891027-0213  467 0.021821614 run-1
74 0 AP891027-0282  468 0.021821614 run-1
74 0 AP890609-0248  469 0.021821614 run-1
74 0 AP890821-0064  470 0.021821614 run-1
74 0 AP890821-0095  471 0.021821614 run-1
74 0 AP890821-0236  472 0.021821614 run-1
74 0 AP890123-0017  473 0.021821614 run-1
74 0 AP890822-0055  474 0.021821614 run-1
74 0 AP890822-0112  475 0.021821614 run-1
74 0 AP890404-0101  476 0.021821614 run-1
74 0 AP890823-0061  477 0.021821614 run-1
74 0 AP890823-0131  478 0.021821614 run-1
74 0 AP890823-0236  479 0.021821614 run-1
74 0 AP890406-0012  480 0.021821614 run-1
74 0 AP890125-0063  481 0.021821614 run-1
74 0 AP890125-0093  482 0.021821614 run-1
74 0 AP890406-0262  483 0.021821614 run-1
74 0 AP890615-0139  484 0.021821614 run-1
74 0 AP890615-0185  485 0.021821614 run-1
74 0 AP891102-0290  486 0.021821614 run-1
74 0 AP890408-0126  487 0.021821614 run-1
74 0 AP890619-0149  488 0.021821614 run-1
74 0 AP890412-0017  489 0.021821614 run-1
74 0 AP891107-0008  490 0.021821614 run-1
74 0 AP891107-0188  491 0.021821614 run-1
74 0 AP890620-0247  492 0.021821614 run-1
74 0 AP890831-0188  493 0.021821614 run-1
74 0 AP890131-0173  494 0.021821614 run-1
74 0 AP891108-0016  495 0.021821614 run-1
74 0 AP890831-0274  496 0.021821614 run-1
74 0 AP890413-0158  497 0.021821614 run-1
74 0 AP890414-0204  498 0.021821614 run-1
74 0 AP890622-0311  499 0.021821614 run-1
74 0 AP891109-0298  500 0.021821614 run-1
74 0 AP890623-0136  501 0.021821614 run-1
74 0 AP891110-0194  502 0.021821614 run-1
74 0 AP890417-0119  503 0.021821614 run-1
74 0 AP890625-0013  504 0.021821614 run-1
74 0 AP890906-0144  505 0.021821614 run-1
74 0 AP890206-0038  506 0.021821614 run-1
74 0 AP890907-0280  507 0.021821614 run-1
74 0 AP890908-0020  508 0.021821614 run-1
74 0 AP891114-0256  509 0.021821614 run-1
74 0 AP890908-0258  510 0.021821614 run-1
74 0 AP891115-0157  511 0.021821614 run-1
74 0 AP890909-0064  512 0.021821614 run-1
74 0 AP890208-0179  513 0.021821614 run-1
74 0 AP890421-0146  514 0.021821614 run-1
74 0 AP890911-0017  515 0.021821614 run-1
74 0 AP890208-0308  516 0.021821614 run-1
74 0 AP890911-0083  517 0.021821614 run-1
74 0 AP890629-0282  518 0.021821614 run-1
74 0 AP891117-0023  519 0.021821614 run-1
74 0 AP890911-0266  520 0.021821614 run-1
74 0 AP890424-0097  521 0.021821614 run-1
74 0 AP890210-0142  522 0.021821614 run-1
74 0 AP891120-0049  523 0.021821614 run-1
74 0 AP890705-0046  524 0.021821614 run-1
74 0 AP890705-0050  525 0.021821614 run-1
74 0 AP891122-0044  526 0.021821614 run-1
74 0 AP891122-0281  527 0.021821614 run-1
74 0 AP891122-0297  528 0.021821614 run-1
74 0 AP890706-0178  529 0.021821614 run-1
74 0 AP890918-0090  530 0.021821614 run-1
74 0 AP890707-0239  531 0.021821614 run-1
74 0 AP890918-0219  532 0.021821614 run-1
74 0 AP890920-0044  533 0.021821614 run-1
74 0 AP891127-0264  534 0.021821614 run-1
74 0 AP890502-0159  535 0.021821614 run-1
74 0 AP890221-0128  536 0.021821614 run-1
74 0 AP890221-0146  537 0.021821614 run-1
74 0 AP890222-0037  538 0.021821614 run-1
74 0 AP890923-0022  539 0.021821614 run-1
74 0 AP890713-0288  540 0.021821614 run-1
74 0 AP891201-0097  541 0.021821614 run-1
74 0 AP890714-0275  542 0.021821614 run-1
74 0 AP890224-0046  543 0.021821614 run-1
74 0 AP891204-0088  544 0.021821614 run-1
74 0 AP890716-0099  545 0.021821614 run-1
74 0 AP890226-0088  546 0.021821614 run-1
74 0 AP890928-0051  547 0.021821614 run-1
74 0 AP890719-0097  548 0.021821614 run-1
74 0 AP891207-0239  549 0.021821614 run-1
74 0 AP890719-0281  550 0.021821614 run-1
74 0 AP891208-0267  551 0.021821614 run-1
74 0 AP890720-0233  552 0.021821614 run-1
74 0 AP890724-0011  553 0.021821614 run-1
74 0 AP891003-0248  554 0.021821614 run-1
74 0 AP891214-0051  555 0.021821614 run-1
74 0 AP890516-0120  556 0.021821614 run-1
74 0 AP891004-0290  557 0.021821614 run-1
74 0 AP890726-0148  558 0.021821614 run-1
74 0 AP890517-0150  559 0.021821614 run-1
74 0 AP891215-0241  560 0.021821614 run-1
74 0 AP891006-0205  561 0.021821614 run-1
74 0 AP891218-0081  562 0.021821614 run-1
74 0 AP891009-0020  563 0.021821614 run-1
74 0 AP890522-0057  564 0.021137264 run-1
74 0 AP890801-0248  565 0.021137264 run-1
74 0 AP890801-0252  566 0.021137264 run-1
74 0 AP890801-0257  567 0.021137264 run-1
74 0 AP890314-0055  568 0.021137264 run-1
74 0 AP890802-0183  569 0.021137264 run-1
74 0 AP890526-0059  570 0.021137264 run-1
74 0 AP890109-0102  571 0.021137264 run-1
74 0 AP890317-0006  572 0.021137264 run-1
74 0 AP890528-0070  573 0.021137264 run-1
74 0 AP890317-0252  574 0.021137264 run-1
74 0 AP891229-0036  575 0.021137264 run-1
74 0 AP891020-0064  576 0.021137264 run-1
74 0 AP890322-0292  577 0.021137264 run-1
74 0 AP890322-0293  578 0.021137264 run-1
74 0 AP890322-0298  579 0.021137264 run-1
74 0 AP890322-0304  580 0.021137264 run-1
74 0 AP890322-0312  581 0.021137264 run-1
74 0 AP890602-0049  582 0.021137264 run-1
74 0 AP890813-0010  583 0.021137264 run-1
74 0 AP890328-0063  584 0.021137264 run-1
74 0 AP890120-0083  585 0.021137264 run-1
74 0 AP890120-0216  586 0.021137264 run-1
74 0 AP891030-0086  587 0.021137264 run-1
74 0 AP891031-0187  588 0.021137264 run-1
74 0 AP890125-0200  589 0.021137264 run-1
74 0 AP890126-0041  590 0.021137264 run-1
74 0 AP890126-0185  591 0.021137264 run-1
74 0 AP890828-0082  592 0.021137264 run-1
74 0 AP890616-0173  593 0.021137264 run-1
74 0 AP890828-0229  594 0.021137264 run-1
74 0 AP890618-0042  595 0.021137264 run-1
74 0 AP890128-0114  596 0.021137264 run-1
74 0 AP890128-0133  597 0.021137264 run-1
74 0 AP890619-0062  598 0.021137264 run-1
74 0 AP890620-0071  599 0.021137264 run-1
74 0 AP890202-0071  600 0.021137264 run-1
74 0 AP891110-0167  601 0.021137264 run-1
74 0 AP890203-0276  602 0.021137264 run-1
74 0 AP891112-0047  603 0.021137264 run-1
74 0 AP890206-0002  604 0.021137264 run-1
74 0 AP890908-0126  605 0.021137264 run-1
74 0 AP890908-0180  606 0.021137264 run-1
74 0 AP890911-0090  607 0.021137264 run-1
74 0 AP890425-0094  608 0.021137264 run-1
74 0 AP890703-0168  609 0.021137264 run-1
74 0 AP890215-0109  610 0.021137264 run-1
74 0 AP890707-0235  611 0.021137264 run-1
74 0 AP890919-0080  612 0.021137264 run-1
74 0 AP890710-0117  613 0.021137264 run-1
74 0 AP890924-0003  614 0.021137264 run-1
74 0 AP890508-0088  615 0.021137264 run-1
74 0 AP890927-0140  616 0.021137264 run-1
74 0 AP890718-0244  617 0.021137264 run-1
74 0 AP890928-0134  618 0.021137264 run-1
74 0 AP890301-0172  619 0.021137264 run-1
74 0 AP890721-0135  620 0.021137264 run-1
74 0 AP891002-0087  621 0.021137264 run-1
74 0 AP891002-0098  622 0.021137264 run-1
74 0 AP890302-0297  623 0.021137264 run-1
74 0 AP891005-0166  624 0.021137264 run-1
74 0 AP890308-0074  625 0.021137264 run-1
74 0 AP890728-0206  626 0.021137264 run-1
74 0 AP890519-0176  627 0.01939699 run-1
74 0 AP891219-0011  628 0.01939699 run-1
74 0 AP890729-0092  629 0.01939699 run-1
74 0 AP890310-0188  630 0.01939699 run-1
74 0 AP891010-0174  631 0.01939699 run-1
74 0 AP891220-0103  632 0.01939699 run-1
74 0 AP890731-0175  633 0.01939699 run-1
74 0 AP890311-0124  634 0.01939699 run-1
74 0 AP890522-0168  635 0.01939699 run-1
74 0 AP890104-0131  636 0.01939699 run-1
74 0 AP891012-0004  637 0.01939699 run-1
74 0 AP891012-0066  638 0.01939699 run-1
74 0 AP891221-0219  639 0.01939699 run-1
74 0 AP890802-0032  640 0.01939699 run-1
74 0 AP891012-0144  641 0.01939699 run-1
74 0 AP890105-0152  642 0.01939699 run-1
74 0 AP890105-0188  643 0.01939699 run-1
74 0 AP891014-0036  644 0.01939699 run-1
74 0 AP890525-0071  645 0.01939699 run-1
74 0 AP890315-0187  646 0.01939699 run-1
74 0 AP891014-0093  647 0.01939699 run-1
74 0 AP890318-0122  648 0.01939699 run-1
74 0 AP891018-0148  649 0.01939699 run-1
74 0 AP891229-0136  650 0.01939699 run-1
74 0 AP890320-0001  651 0.01939699 run-1
74 0 AP890320-0089  652 0.01939699 run-1
74 0 AP890112-0025  653 0.01939699 run-1
74 0 AP890531-0118  654 0.01939699 run-1
74 0 AP890810-0170  655 0.01939699 run-1
74 0 AP890602-0087  656 0.01939699 run-1
74 0 AP890602-0243  657 0.01939699 run-1
74 0 AP890602-0247  658 0.01939699 run-1
74 0 AP890602-0251  659 0.01939699 run-1
74 0 AP890602-0257  660 0.01939699 run-1
74 0 AP890814-0084  661 0.01939699 run-1
74 0 AP890116-0134  662 0.01939699 run-1
74 0 AP890324-0180  663 0.01939699 run-1
74 0 AP890603-0045  664 0.01939699 run-1
74 0 AP891023-0238  665 0.01939699 run-1
74 0 AP890117-0081  666 0.01939699 run-1
74 0 AP891024-0024  667 0.01939699 run-1
74 0 AP890327-0100  668 0.01939699 run-1
74 0 AP890118-0170  669 0.01939699 run-1
74 0 AP890119-0152  670 0.01939699 run-1
74 0 AP890818-0074  671 0.01939699 run-1
74 0 AP891026-0232  672 0.01939699 run-1
74 0 AP890120-0076  673 0.01939699 run-1
74 0 AP890120-0085  674 0.01939699 run-1
74 0 AP890120-0135  675 0.01939699 run-1
74 0 AP890330-0165  676 0.01939699 run-1
74 0 AP890401-0125  677 0.01939699 run-1
74 0 AP890822-0069  678 0.01939699 run-1
74 0 AP890404-0182  679 0.01939699 run-1
74 0 AP890405-0040  680 0.01939699 run-1
74 0 AP890125-0046  681 0.01939699 run-1
74 0 AP890125-0109  682 0.01939699 run-1
74 0 AP890125-0263  683 0.01939699 run-1
74 0 AP890126-0090  684 0.01939699 run-1
74 0 AP890615-0273  685 0.01939699 run-1
74 0 AP890127-0063  686 0.01939699 run-1
74 0 AP890127-0144  687 0.01939699 run-1
74 0 AP890410-0072  688 0.01939699 run-1
74 0 AP890411-0009  689 0.01939699 run-1
74 0 AP890619-0076  690 0.01939699 run-1
74 0 AP890411-0125  691 0.01939699 run-1
74 0 AP891106-0084  692 0.01939699 run-1
74 0 AP890411-0171  693 0.01939699 run-1
74 0 AP890131-0033  694 0.01939699 run-1
74 0 AP890620-0179  695 0.01939699 run-1
74 0 AP890412-0283  696 0.01939699 run-1
74 0 AP890131-0118  697 0.01939699 run-1
74 0 AP890413-0066  698 0.01939699 run-1
74 0 AP890901-0061  699 0.01939699 run-1
74 0 AP891108-0136  700 0.01939699 run-1
74 0 AP890622-0013  701 0.01939699 run-1
74 0 AP891108-0262  702 0.01939699 run-1
74 0 AP891108-0264  703 0.01939699 run-1
74 0 AP891108-0276  704 0.01939699 run-1
74 0 AP891108-0281  705 0.01939699 run-1
74 0 AP890622-0117  706 0.01939699 run-1
74 0 AP890414-0206  707 0.01939699 run-1
74 0 AP890903-0055  708 0.01939699 run-1
74 0 AP890623-0023  709 0.01939699 run-1
74 0 AP891109-0320  710 0.01939699 run-1
74 0 AP890623-0091  711 0.01939699 run-1
74 0 AP891110-0064  712 0.01939699 run-1
74 0 AP890623-0180  713 0.01939699 run-1
74 0 AP890203-0087  714 0.01939699 run-1
74 0 AP890905-0104  715 0.01939699 run-1
74 0 AP890418-0056  716 0.01939699 run-1
74 0 AP890418-0066  717 0.01939699 run-1
74 0 AP891113-0033  718 0.01939699 run-1
74 0 AP890626-0083  719 0.01939699 run-1
74 0 AP890906-0251  720 0.01939699 run-1
74 0 AP890906-0255  721 0.01939699 run-1
74 0 AP890906-0263  722 0.01939699 run-1
74 0 AP890906-0271  723 0.01939699 run-1
74 0 AP890906-0278  724 0.01939699 run-1
74 0 AP890907-0155  725 0.01939699 run-1
74 0 AP890908-0086  726 0.01939699 run-1
74 0 AP891115-0144  727 0.01939699 run-1
74 0 AP890208-0067  728 0.01939699 run-1
74 0 AP890909-0072  729 0.01939699 run-1
74 0 AP890421-0097  730 0.01939699 run-1
74 0 AP890422-0033  731 0.01939699 run-1
74 0 AP890911-0135  732 0.01939699 run-1
74 0 AP891117-0154  733 0.01939699 run-1
74 0 AP890424-0070  734 0.01939699 run-1
74 0 AP891118-0057  735 0.01939699 run-1
74 0 AP891120-0039  736 0.01939699 run-1
74 0 AP891120-0214  737 0.01939699 run-1
74 0 AP890213-0088  738 0.01939699 run-1
74 0 AP890426-0178  739 0.01939699 run-1
74 0 AP890705-0133  740 0.01939699 run-1
74 0 AP890705-0189  741 0.01939699 run-1
74 0 AP890705-0190  742 0.01939699 run-1
74 0 AP890705-0197  743 0.01939699 run-1
74 0 AP890705-0199  744 0.01939699 run-1
74 0 AP890706-0039  745 0.01939699 run-1
74 0 AP890706-0050  746 0.01939699 run-1
74 0 AP890215-0131  747 0.01939699 run-1
74 0 AP890707-0027  748 0.01939699 run-1
74 0 AP890918-0135  749 0.01939699 run-1
74 0 AP890217-0012  750 0.01939699 run-1
74 0 AP890501-0034  751 0.01939699 run-1
74 0 AP890919-0142  752 0.01939699 run-1
74 0 AP890919-0166  753 0.01939699 run-1
74 0 AP890710-0255  754 0.01939699 run-1
74 0 AP890710-0260  755 0.01939699 run-1
74 0 AP890710-0265  756 0.01939699 run-1
74 0 AP890710-0266  757 0.01939699 run-1
74 0 AP891128-0081  758 0.01939699 run-1
74 0 AP890221-0039  759 0.01939699 run-1
74 0 AP890712-0091  760 0.01939699 run-1
74 0 AP891129-0179  761 0.01939699 run-1
74 0 AP890922-0199  762 0.01939699 run-1
74 0 AP891130-0142  763 0.01939699 run-1
74 0 AP890713-0175  764 0.01939699 run-1
74 0 AP890504-0169  765 0.01939699 run-1
74 0 AP890504-0182  766 0.01939699 run-1
74 0 AP891130-0214  767 0.01939699 run-1
74 0 AP890713-0281  768 0.01939699 run-1
74 0 AP890223-0169  769 0.01939699 run-1
74 0 AP890224-0014  770 0.01939699 run-1
74 0 AP890714-0280  771 0.01939699 run-1
74 0 AP891203-0058  772 0.01939699 run-1
74 0 AP890224-0254  773 0.01939699 run-1
74 0 AP890507-0020  774 0.01939699 run-1
74 0 AP890225-0033  775 0.01939699 run-1
74 0 AP890718-0029  776 0.01939699 run-1
74 0 AP891206-0109  777 0.01939699 run-1
74 0 AP890510-0015  778 0.01939699 run-1
74 0 AP891208-0112  779 0.01939699 run-1
74 0 AP891208-0146  780 0.01939699 run-1
74 0 AP890929-0077  781 0.01939699 run-1
74 0 AP890720-0067  782 0.01939699 run-1
74 0 AP890929-0185  783 0.01939699 run-1
74 0 AP891209-0090  784 0.01939699 run-1
74 0 AP890721-0134  785 0.01939699 run-1
74 0 AP890512-0122  786 0.01939699 run-1
74 0 AP890302-0237  787 0.01939699 run-1
74 0 AP891002-0203  788 0.01939699 run-1
74 0 AP890513-0015  789 0.01939699 run-1
74 0 AP891002-0233  790 0.01939699 run-1
74 0 AP890304-0003  791 0.01939699 run-1
74 0 AP891003-0234  792 0.01939699 run-1
74 0 AP891003-0237  793 0.01939699 run-1
74 0 AP890306-0054  794 0.01939699 run-1
74 0 AP890725-0186  795 0.01939699 run-1
74 0 AP891214-0074  796 0.01939699 run-1
74 0 AP890726-0027  797 0.01939699 run-1
74 0 AP890516-0236  798 0.01939699 run-1
74 0 AP890516-0242  799 0.01939699 run-1
74 0 AP890516-0255  800 0.01939699 run-1
74 0 AP890516-0258  801 0.01939699 run-1
74 0 AP891215-0002  802 0.01939699 run-1
74 0 AP890727-0108  803 0.01939699 run-1
74 0 AP890308-0156  804 0.01939699 run-1
74 0 AP891216-0111  805 0.01939699 run-1
74 0 AP891006-0197  806 0.01939699 run-1
74 0 AP890309-0054  807 0.01939699 run-1
74 0 AP890104-0020  808 0.018942375 run-1
74 0 AP890801-0207  809 0.018942375 run-1
74 0 AP890524-0002  810 0.018942375 run-1
74 0 AP890315-0050  811 0.018942375 run-1
74 0 AP890320-0133  812 0.018942375 run-1
74 0 AP890325-0002  813 0.018942375 run-1
74 0 AP890605-0039  814 0.018942375 run-1
74 0 AP890329-0011  815 0.018942375 run-1
74 0 AP890127-0161  816 0.018942375 run-1
74 0 AP890413-0095  817 0.018942375 run-1
74 0 AP891109-0250  818 0.018942375 run-1
74 0 AP890623-0192  819 0.018942375 run-1
74 0 AP890630-0028  820 0.018942375 run-1
74 0 AP890918-0158  821 0.018942375 run-1
74 0 AP890224-0210  822 0.018942375 run-1
74 0 AP890507-0034  823 0.018942375 run-1
74 0 AP890719-0231  824 0.018942375 run-1
74 0 AP890725-0036  825 0.018942375 run-1
74 0 AP891214-0130  826 0.018942375 run-1
74 0 AP890119-0243  827 0.016972367 run-1
74 0 AP891011-0177  828 0.016513487 run-1
74 0 AP890310-0072  829 0.016366212 run-1
74 0 AP890310-0176  830 0.016366212 run-1
74 0 AP890520-0115  831 0.016366212 run-1
74 0 AP891220-0031  832 0.016366212 run-1
74 0 AP890311-0014  833 0.016366212 run-1
74 0 AP891221-0260  834 0.016366212 run-1
74 0 AP890802-0041  835 0.016366212 run-1
74 0 AP891012-0143  836 0.016366212 run-1
74 0 AP890524-0043  837 0.016366212 run-1
74 0 AP890524-0133  838 0.016366212 run-1
74 0 AP890802-0227  839 0.016366212 run-1
74 0 AP890315-0048  840 0.016366212 run-1
74 0 AP891225-0018  841 0.016366212 run-1
74 0 AP890315-0257  842 0.016366212 run-1
74 0 AP890317-0016  843 0.016366212 run-1
74 0 AP891017-0043  844 0.016366212 run-1
74 0 AP890110-0036  845 0.016366212 run-1
74 0 AP891228-0038  846 0.016366212 run-1
74 0 AP890529-0099  847 0.016366212 run-1
74 0 AP891229-0152  848 0.016366212 run-1
74 0 AP890809-0185  849 0.016366212 run-1
74 0 AP890320-0214  850 0.016366212 run-1
74 0 AP890811-0204  851 0.016366212 run-1
74 0 AP890323-0227  852 0.016366212 run-1
74 0 AP890116-0177  853 0.016366212 run-1
74 0 AP890325-0008  854 0.016366212 run-1
74 0 AP890117-0089  855 0.016366212 run-1
74 0 AP890117-0091  856 0.016366212 run-1
74 0 AP890117-0219  857 0.016366212 run-1
74 0 AP891025-0132  858 0.016366212 run-1
74 0 AP890328-0017  859 0.016366212 run-1
74 0 AP891025-0242  860 0.016366212 run-1
74 0 AP890330-0180  861 0.016366212 run-1
74 0 AP890609-0154  862 0.016366212 run-1
74 0 AP890821-0016  863 0.016366212 run-1
74 0 AP890123-0206  864 0.016366212 run-1
74 0 AP890123-0288  865 0.016366212 run-1
74 0 AP891031-0075  866 0.016366212 run-1
74 0 AP890613-0196  867 0.016366212 run-1
74 0 AP890125-0016  868 0.016366212 run-1
74 0 AP890407-0257  869 0.016366212 run-1
74 0 AP890829-0114  870 0.016366212 run-1
74 0 AP891106-0012  871 0.016366212 run-1
74 0 AP891106-0121  872 0.016366212 run-1
74 0 AP890830-0048  873 0.016366212 run-1
74 0 AP890412-0186  874 0.016366212 run-1
74 0 AP890131-0080  875 0.016366212 run-1
74 0 AP890413-0116  876 0.016366212 run-1
74 0 AP890621-0162  877 0.016366212 run-1
74 0 AP890414-0173  878 0.016366212 run-1
74 0 AP890622-0162  879 0.016366212 run-1
74 0 AP890202-0011  880 0.016366212 run-1
74 0 AP890622-0186  881 0.016366212 run-1
74 0 AP890202-0038  882 0.016366212 run-1
74 0 AP890904-0021  883 0.016366212 run-1
74 0 AP891110-0041  884 0.016366212 run-1
74 0 AP891110-0205  885 0.016366212 run-1
74 0 AP890905-0149  886 0.016366212 run-1
74 0 AP890906-0004  887 0.016366212 run-1
74 0 AP891113-0177  888 0.016366212 run-1
74 0 AP890627-0100  889 0.016366212 run-1
74 0 AP890420-0016  890 0.016366212 run-1
74 0 AP890628-0132  891 0.016366212 run-1
74 0 AP890629-0119  892 0.016366212 run-1
74 0 AP890910-0039  893 0.016366212 run-1
74 0 AP891116-0090  894 0.016366212 run-1
74 0 AP891116-0179  895 0.016366212 run-1
74 0 AP890630-0021  896 0.016366212 run-1
74 0 AP891117-0016  897 0.016366212 run-1
74 0 AP890912-0019  898 0.016366212 run-1
74 0 AP891117-0218  899 0.016366212 run-1
74 0 AP890424-0109  900 0.016366212 run-1
74 0 AP890210-0192  901 0.016366212 run-1
74 0 AP891118-0179  902 0.016366212 run-1
74 0 AP890211-0140  903 0.016366212 run-1
74 0 AP890704-0123  904 0.016366212 run-1
74 0 AP891121-0185  905 0.016366212 run-1
74 0 AP890915-0274  906 0.016366212 run-1
74 0 AP890428-0009  907 0.016366212 run-1
74 0 AP890216-0036  908 0.016366212 run-1
74 0 AP890707-0135  909 0.016366212 run-1
74 0 AP891124-0183  910 0.016366212 run-1
74 0 AP890708-0009  911 0.016366212 run-1
74 0 AP890217-0010  912 0.016366212 run-1
74 0 AP890708-0152  913 0.016366212 run-1
74 0 AP890217-0104  914 0.016366212 run-1
74 0 AP890217-0132  915 0.016366212 run-1
74 0 AP890501-0056  916 0.016366212 run-1
74 0 AP891127-0006  917 0.016366212 run-1
74 0 AP890221-0112  918 0.016366212 run-1
74 0 AP890221-0154  919 0.016366212 run-1
74 0 AP890503-0184  920 0.016366212 run-1
74 0 AP890221-0303  921 0.016366212 run-1
74 0 AP890922-0136  922 0.016366212 run-1
74 0 AP890222-0187  923 0.016366212 run-1
74 0 AP890713-0136  924 0.016366212 run-1
74 0 AP890505-0026  925 0.016366212 run-1
74 0 AP890223-0201  926 0.016366212 run-1
74 0 AP890507-0059  927 0.016366212 run-1
74 0 AP890717-0064  928 0.016366212 run-1
74 0 AP890508-0066  929 0.016366212 run-1
74 0 AP890717-0155  930 0.016366212 run-1
74 0 AP890509-0130  931 0.016366212 run-1
74 0 AP890718-0236  932 0.016366212 run-1
74 0 AP890509-0160  933 0.016366212 run-1
74 0 AP890719-0029  934 0.016366212 run-1
74 0 AP890510-0141  935 0.016366212 run-1
74 0 AP890301-0027  936 0.016366212 run-1
74 0 AP890301-0084  937 0.016366212 run-1
74 0 AP890511-0013  938 0.016366212 run-1
74 0 AP890301-0130  939 0.016366212 run-1
74 0 AP890720-0235  940 0.016366212 run-1
74 0 AP890721-0010  941 0.016366212 run-1
74 0 AP890302-0093  942 0.016366212 run-1
74 0 AP891002-0273  943 0.016366212 run-1
74 0 AP891212-0168  944 0.016366212 run-1
74 0 AP891213-0054  945 0.016366212 run-1
74 0 AP891213-0210  946 0.016366212 run-1
74 0 AP891215-0004  947 0.016366212 run-1
74 0 AP890307-0141  948 0.016366212 run-1
74 0 AP891215-0097  949 0.016366212 run-1
74 0 AP891006-0149  950 0.016366212 run-1
74 0 AP891006-0166  951 0.016366212 run-1
74 0 AP890727-0154  952 0.016366212 run-1
74 0 AP890518-0146  953 0.016366212 run-1
74 0 AP890728-0189  954 0.016366212 run-1
74 0 AP890519-0153  955 0.016366212 run-1
74 0 AP890310-0185  956 0.016183218 run-1
74 0 AP890522-0128  957 0.016183218 run-1
74 0 AP890522-0180  958 0.016183218 run-1
74 0 AP890802-0102  959 0.016183218 run-1
74 0 AP890105-0193  960 0.016183218 run-1
74 0 AP890803-0021  961 0.016183218 run-1
74 0 AP891015-0045  962 0.016183218 run-1
74 0 AP890528-0015  963 0.016183218 run-1
74 0 AP891017-0173  964 0.016183218 run-1
74 0 AP891017-0191  965 0.016183218 run-1
74 0 AP890318-0142  966 0.016183218 run-1
74 0 AP890320-0070  967 0.016183218 run-1
74 0 AP891019-0138  968 0.016183218 run-1
74 0 AP891019-0146  969 0.016183218 run-1
74 0 AP890810-0005  970 0.016183218 run-1
74 0 AP890117-0138  971 0.016183218 run-1
74 0 AP890817-0149  972 0.016183218 run-1
74 0 AP891026-0201  973 0.016183218 run-1
74 0 AP890608-0150  974 0.016183218 run-1
74 0 AP891027-0001  975 0.016183218 run-1
74 0 AP890609-0031  976 0.016183218 run-1
74 0 AP890609-0048  977 0.016183218 run-1
74 0 AP890821-0046  978 0.016183218 run-1
74 0 AP890613-0062  979 0.016183218 run-1
74 0 AP890405-0173  980 0.016183218 run-1
74 0 AP891108-0067  981 0.016183218 run-1
74 0 AP891108-0201  982 0.016183218 run-1
74 0 AP890902-0135  983 0.016183218 run-1
74 0 AP890624-0132  984 0.016183218 run-1
74 0 AP890209-0019  985 0.016183218 run-1
74 0 AP890916-0050  986 0.016183218 run-1
74 0 AP890220-0037  987 0.016183218 run-1
74 0 AP890921-0157  988 0.016183218 run-1
