51 0 AP890908-0122  1 0.21424866 myalgo-run-1
82 0 AP891003-0104  536 0.027944632 myalgo-run-1
82 0 AP891012-0130  537 0.027944632 myalgo-run-1
82 0 AP891122-0238  538 0.027944632 myalgo-run-1
82 0 AP890105-0101  539 0.027513912 myalgo-run-1
82 0 AP890114-0036  540 0.027513912 myalgo-run-1
82 0 AP890216-0002  541 0.027513912 myalgo-run-1
82 0 AP890216-0041  542 0.027513912 myalgo-run-1
82 0 AP890226-0071  543 0.027513912 myalgo-run-1
82 0 AP890228-0076  544 0.027513912 myalgo-run-1
82 0 AP890310-0085  545 0.027513912 myalgo-run-1
82 0 AP890318-0151  546 0.027513912 myalgo-run-1
82 0 AP890320-0094  547 0.027513912 myalgo-run-1
82 0 AP890327-0166  548 0.027513912 myalgo-run-1
82 0 AP890407-0120  549 0.027513912 myalgo-run-1
82 0 AP890414-0065  550 0.027513912 myalgo-run-1
82 0 AP890418-0114  551 0.027513912 myalgo-run-1
82 0 AP890420-0116  552 0.027513912 myalgo-run-1
82 0 AP890427-0292  553 0.027513912 myalgo-run-1
82 0 AP890502-0082  554 0.027513912 myalgo-run-1
82 0 AP890608-0110  555 0.027513912 myalgo-run-1
82 0 AP890615-0185  556 0.027513912 myalgo-run-1
82 0 AP890619-0069  557 0.027513912 myalgo-run-1
82 0 AP890627-0041  558 0.027513912 myalgo-run-1
82 0 AP890627-0220  559 0.027513912 myalgo-run-1
82 0 AP890629-0152  560 0.027513912 myalgo-run-1
82 0 AP890713-0108  561 0.027513912 myalgo-run-1
82 0 AP890716-0103  562 0.027513912 myalgo-run-1
82 0 AP890721-0106  563 0.027513912 myalgo-run-1
82 0 AP890722-0072  564 0.027513912 myalgo-run-1
82 0 AP890726-0114  565 0.027513912 myalgo-run-1
82 0 AP890809-0282  566 0.027513912 myalgo-run-1
82 0 AP890816-0095  567 0.027513912 myalgo-run-1
82 0 AP890911-0266  568 0.027513912 myalgo-run-1
82 0 AP891101-0096  569 0.027513912 myalgo-run-1
82 0 AP891101-0249  570 0.027513912 myalgo-run-1
82 0 AP891102-0096  571 0.027513912 myalgo-run-1
82 0 AP891129-0101  572 0.027513912 myalgo-run-1
82 0 AP891213-0099  573 0.027513912 myalgo-run-1
82 0 AP891218-0094  574 0.027513912 myalgo-run-1
82 0 AP891221-0097  575 0.027513912 myalgo-run-1
82 0 AP891222-0036  576 0.027513912 myalgo-run-1
82 0 AP891222-0035  577 0.027513912 myalgo-run-1
82 0 AP891218-0276  578 0.027251462 myalgo-run-1
82 0 AP890124-0277  579 0.027089715 myalgo-run-1
82 0 AP890127-0159  580 0.027089715 myalgo-run-1
82 0 AP890206-0102  581 0.027089715 myalgo-run-1
82 0 AP890220-0059  582 0.027089715 myalgo-run-1
82 0 AP890221-0223  583 0.027089715 myalgo-run-1
82 0 AP890502-0154  584 0.027089715 myalgo-run-1
82 0 AP890601-0353  585 0.027089715 myalgo-run-1
82 0 AP890621-0201  586 0.027089715 myalgo-run-1
82 0 AP890906-0067  587 0.027089715 myalgo-run-1
82 0 AP891128-0064  588 0.027089715 myalgo-run-1
82 0 AP891207-0087  589 0.027089715 myalgo-run-1
82 0 AP891215-0196  590 0.027089715 myalgo-run-1
82 0 AP890131-0051  591 0.026895232 myalgo-run-1
82 0 AP890110-0158  592 0.026784798 myalgo-run-1
82 0 AP890113-0087  593 0.026784798 myalgo-run-1
82 0 AP890115-0004  594 0.026784798 myalgo-run-1
82 0 AP890127-0056  595 0.026784798 myalgo-run-1
82 0 AP890215-0267  596 0.026784798 myalgo-run-1
82 0 AP890224-0098  597 0.026784798 myalgo-run-1
82 0 AP890228-0088  598 0.026784798 myalgo-run-1
82 0 AP890324-0127  599 0.026784798 myalgo-run-1
82 0 AP890327-0030  600 0.026784798 myalgo-run-1
82 0 AP890425-0243  601 0.026784798 myalgo-run-1
82 0 AP890508-0091  602 0.026784798 myalgo-run-1
82 0 AP890508-0114  603 0.026784798 myalgo-run-1
82 0 AP890511-0102  604 0.026784798 myalgo-run-1
82 0 AP890517-0155  605 0.026784798 myalgo-run-1
82 0 AP890530-0155  606 0.026784798 myalgo-run-1
82 0 AP890601-0118  607 0.026784798 myalgo-run-1
82 0 AP890601-0130  608 0.026784798 myalgo-run-1
82 0 AP890612-0089  609 0.026784798 myalgo-run-1
82 0 AP890613-0092  610 0.026784798 myalgo-run-1
82 0 AP890615-0257  611 0.026784798 myalgo-run-1
82 0 AP890616-0099  612 0.026784798 myalgo-run-1
82 0 AP890628-0180  613 0.026784798 myalgo-run-1
82 0 AP890629-0145  614 0.026784798 myalgo-run-1
82 0 AP890703-0040  615 0.026784798 myalgo-run-1
82 0 AP890708-0058  616 0.026784798 myalgo-run-1
82 0 AP890722-0155  617 0.026784798 myalgo-run-1
82 0 AP890726-0077  618 0.026784798 myalgo-run-1
82 0 AP890809-0099  619 0.026784798 myalgo-run-1
82 0 AP890812-0017  620 0.026784798 myalgo-run-1
82 0 AP890821-0065  621 0.026784798 myalgo-run-1
82 0 AP890822-0040  622 0.026784798 myalgo-run-1
82 0 AP890823-0256  623 0.026784798 myalgo-run-1
82 0 AP890912-0091  624 0.026784798 myalgo-run-1
82 0 AP890914-0104  625 0.026784798 myalgo-run-1
82 0 AP890926-0033  626 0.026784798 myalgo-run-1
82 0 AP891005-0168  627 0.026784798 myalgo-run-1
82 0 AP891128-0106  628 0.026784798 myalgo-run-1
82 0 AP891208-0277  629 0.026784798 myalgo-run-1
82 0 AP891224-0024  630 0.026784798 myalgo-run-1
82 0 AP891229-0190  631 0.026784798 myalgo-run-1
82 0 AP890221-0138  632 0.02654792 myalgo-run-1
82 0 AP890510-0245  633 0.02654792 myalgo-run-1
82 0 AP890921-0223  634 0.02654792 myalgo-run-1
82 0 AP891215-0010  635 0.02654792 myalgo-run-1
82 0 AP890105-0222  636 0.026161402 myalgo-run-1
82 0 AP890106-0246  637 0.026161402 myalgo-run-1
82 0 AP890207-0224  638 0.026161402 myalgo-run-1
82 0 AP890318-0131  639 0.026161402 myalgo-run-1
82 0 AP890320-0283  640 0.026161402 myalgo-run-1
82 0 AP890518-0246  641 0.026161402 myalgo-run-1
82 0 AP891115-0284  642 0.026161402 myalgo-run-1
82 0 AP891117-0218  643 0.026161402 myalgo-run-1
82 0 AP890103-0133  644 0.02593204 myalgo-run-1
82 0 AP890113-0006  645 0.02593204 myalgo-run-1
82 0 AP890304-0124  646 0.02593204 myalgo-run-1
82 0 AP890522-0081  647 0.02593204 myalgo-run-1
82 0 AP890527-0100  648 0.02593204 myalgo-run-1
82 0 AP890630-0113  649 0.02593204 myalgo-run-1
82 0 AP890831-0148  650 0.02593204 myalgo-run-1
82 0 AP891020-0203  651 0.02593204 myalgo-run-1
82 0 AP891025-0165  652 0.02593204 myalgo-run-1
82 0 AP891026-0170  653 0.02593204 myalgo-run-1
82 0 AP890112-0075  654 0.025745863 myalgo-run-1
82 0 AP890720-0229  655 0.025745863 myalgo-run-1
82 0 AP890327-0049  656 0.025633888 myalgo-run-1
82 0 AP890918-0126  657 0.025633888 myalgo-run-1
82 0 AP891118-0122  658 0.025633888 myalgo-run-1
82 0 AP890116-0086  659 0.025475845 myalgo-run-1
82 0 AP890201-0094  660 0.025475845 myalgo-run-1
82 0 AP890213-0022  661 0.025475845 myalgo-run-1
82 0 AP890223-0088  662 0.025475845 myalgo-run-1
82 0 AP890227-0317  663 0.025475845 myalgo-run-1
82 0 AP890306-0180  664 0.025475845 myalgo-run-1
82 0 AP890403-0065  665 0.025475845 myalgo-run-1
82 0 AP890403-0070  666 0.025475845 myalgo-run-1
82 0 AP890404-0233  667 0.025475845 myalgo-run-1
82 0 AP890419-0180  668 0.025475845 myalgo-run-1
82 0 AP890427-0248  669 0.025475845 myalgo-run-1
82 0 AP890508-0131  670 0.025475845 myalgo-run-1
82 0 AP890517-0281  671 0.025475845 myalgo-run-1
82 0 AP890525-0175  672 0.025475845 myalgo-run-1
82 0 AP890605-0175  673 0.025475845 myalgo-run-1
82 0 AP890626-0151  674 0.025475845 myalgo-run-1
82 0 AP890701-0151  675 0.025475845 myalgo-run-1
82 0 AP890713-0091  676 0.025475845 myalgo-run-1
82 0 AP890714-0179  677 0.025475845 myalgo-run-1
82 0 AP890726-0099  678 0.025475845 myalgo-run-1
82 0 AP890731-0078  679 0.025475845 myalgo-run-1
82 0 AP890804-0027  680 0.025475845 myalgo-run-1
82 0 AP890808-0122  681 0.025475845 myalgo-run-1
82 0 AP890822-0099  682 0.025475845 myalgo-run-1
82 0 AP890826-0123  683 0.025475845 myalgo-run-1
82 0 AP890922-0151  684 0.025475845 myalgo-run-1
82 0 AP890925-0051  685 0.025475845 myalgo-run-1
82 0 AP890928-0144  686 0.025475845 myalgo-run-1
82 0 AP890929-0155  687 0.025475845 myalgo-run-1
82 0 AP891012-0147  688 0.025475845 myalgo-run-1
82 0 AP891031-0154  689 0.025475845 myalgo-run-1
82 0 AP891101-0151  690 0.025475845 myalgo-run-1
82 0 AP891109-0178  691 0.025475845 myalgo-run-1
82 0 AP891114-0254  692 0.025475845 myalgo-run-1
82 0 AP891127-0106  693 0.025475845 myalgo-run-1
82 0 AP891127-0110  694 0.025475845 myalgo-run-1
82 0 AP890310-0159  695 0.0254134 myalgo-run-1
82 0 AP890407-0039  696 0.0254134 myalgo-run-1
82 0 AP890302-0289  697 0.025343584 myalgo-run-1
82 0 AP890525-0073  698 0.025343584 myalgo-run-1
82 0 AP890802-0269  699 0.025343584 myalgo-run-1
82 0 AP890102-0097  700 0.024966327 myalgo-run-1
82 0 AP890103-0249  701 0.024966327 myalgo-run-1
82 0 AP890123-0114  702 0.024966327 myalgo-run-1
82 0 AP890130-0147  703 0.024966327 myalgo-run-1
82 0 AP890131-0248  704 0.024966327 myalgo-run-1
82 0 AP890222-0017  705 0.024966327 myalgo-run-1
82 0 AP890306-0038  706 0.024966327 myalgo-run-1
82 0 AP890307-0184  707 0.024966327 myalgo-run-1
82 0 AP890307-0190  708 0.024966327 myalgo-run-1
82 0 AP890312-0038  709 0.024966327 myalgo-run-1
82 0 AP890313-0093  710 0.024966327 myalgo-run-1
82 0 AP890327-0133  711 0.024966327 myalgo-run-1
82 0 AP890328-0100  712 0.024966327 myalgo-run-1
82 0 AP890404-0047  713 0.024966327 myalgo-run-1
82 0 AP890422-0067  714 0.024966327 myalgo-run-1
82 0 AP890422-0078  715 0.024966327 myalgo-run-1
82 0 AP890430-0059  716 0.024966327 myalgo-run-1
82 0 AP890502-0109  717 0.024966327 myalgo-run-1
82 0 AP890504-0173  718 0.024966327 myalgo-run-1
82 0 AP890513-0055  719 0.024966327 myalgo-run-1
82 0 AP890517-0188  720 0.024966327 myalgo-run-1
82 0 AP890522-0048  721 0.024966327 myalgo-run-1
82 0 AP890617-0119  722 0.024966327 myalgo-run-1
82 0 AP890617-0138  723 0.024966327 myalgo-run-1
82 0 AP890618-0028  724 0.024966327 myalgo-run-1
82 0 AP890621-0169  725 0.024966327 myalgo-run-1
82 0 AP890626-0087  726 0.024966327 myalgo-run-1
82 0 AP890627-0154  727 0.024966327 myalgo-run-1
82 0 AP890713-0121  728 0.024966327 myalgo-run-1
82 0 AP890717-0093  729 0.024966327 myalgo-run-1
82 0 AP890723-0073  730 0.024966327 myalgo-run-1
82 0 AP890727-0173  731 0.024966327 myalgo-run-1
82 0 AP890727-0182  732 0.024966327 myalgo-run-1
82 0 AP890731-0111  733 0.024966327 myalgo-run-1
82 0 AP890802-0086  734 0.024966327 myalgo-run-1
82 0 AP890814-0139  735 0.024966327 myalgo-run-1
82 0 AP890818-0076  736 0.024966327 myalgo-run-1
82 0 AP890823-0052  737 0.024966327 myalgo-run-1
82 0 AP890824-0137  738 0.024966327 myalgo-run-1
82 0 AP890829-0173  739 0.024966327 myalgo-run-1
82 0 AP890906-0157  740 0.024966327 myalgo-run-1
82 0 AP890910-0016  741 0.024966327 myalgo-run-1
82 0 AP890919-0007  742 0.024966327 myalgo-run-1
82 0 AP891018-0120  743 0.024966327 myalgo-run-1
82 0 AP891020-0270  744 0.024966327 myalgo-run-1
82 0 AP891021-0163  745 0.024966327 myalgo-run-1
82 0 AP891023-0039  746 0.024966327 myalgo-run-1
82 0 AP891101-0154  747 0.024966327 myalgo-run-1
82 0 AP891106-0268  748 0.024966327 myalgo-run-1
82 0 AP891107-0228  749 0.024966327 myalgo-run-1
82 0 AP891120-0116  750 0.024966327 myalgo-run-1
82 0 AP891127-0196  751 0.024966327 myalgo-run-1
82 0 AP891214-0217  752 0.024966327 myalgo-run-1
82 0 AP891219-0044  753 0.024966327 myalgo-run-1
82 0 AP891227-0199  754 0.024966327 myalgo-run-1
82 0 AP890125-0019  755 0.024826368 myalgo-run-1
82 0 AP890127-0141  756 0.024826368 myalgo-run-1
82 0 AP890217-0061  757 0.024826368 myalgo-run-1
82 0 AP890304-0110  758 0.024826368 myalgo-run-1
82 0 AP890306-0279  759 0.024826368 myalgo-run-1
82 0 AP890317-0060  760 0.024826368 myalgo-run-1
82 0 AP890423-0066  761 0.024826368 myalgo-run-1
82 0 AP890525-0092  762 0.024826368 myalgo-run-1
82 0 AP890614-0145  763 0.024826368 myalgo-run-1
82 0 AP890703-0014  764 0.024826368 myalgo-run-1
82 0 AP890712-0008  765 0.024826368 myalgo-run-1
82 0 AP890731-0080  766 0.024826368 myalgo-run-1
82 0 AP890731-0272  767 0.024826368 myalgo-run-1
82 0 AP890902-0079  768 0.024826368 myalgo-run-1
82 0 AP890905-0215  769 0.024826368 myalgo-run-1
82 0 AP891107-0060  770 0.024826368 myalgo-run-1
82 0 AP891115-0119  771 0.024826368 myalgo-run-1
82 0 AP891210-0062  772 0.024826368 myalgo-run-1
82 0 AP891213-0269  773 0.024826368 myalgo-run-1
82 0 AP890528-0031  774 0.024698652 myalgo-run-1
82 0 AP890120-0162  775 0.02445681 myalgo-run-1
82 0 AP890122-0032  776 0.02445681 myalgo-run-1
82 0 AP890227-0075  777 0.02445681 myalgo-run-1
82 0 AP890308-0214  778 0.02445681 myalgo-run-1
82 0 AP890310-0309  779 0.02445681 myalgo-run-1
82 0 AP890519-0123  780 0.02445681 myalgo-run-1
82 0 AP890629-0042  781 0.02445681 myalgo-run-1
82 0 AP890711-0133  782 0.02445681 myalgo-run-1
82 0 AP890804-0189  783 0.02445681 myalgo-run-1
82 0 AP891017-0077  784 0.02445681 myalgo-run-1
82 0 AP891025-0055  785 0.02445681 myalgo-run-1
82 0 AP890315-0027  786 0.024190743 myalgo-run-1
82 0 AP890319-0077  787 0.024190743 myalgo-run-1
82 0 AP890406-0068  788 0.024190743 myalgo-run-1
82 0 AP890502-0073  789 0.024190743 myalgo-run-1
82 0 AP890508-0085  790 0.024190743 myalgo-run-1
82 0 AP890624-0014  791 0.024190743 myalgo-run-1
82 0 AP890706-0165  792 0.024190743 myalgo-run-1
82 0 AP890805-0070  793 0.024190743 myalgo-run-1
82 0 AP890925-0148  794 0.024190743 myalgo-run-1
82 0 AP891109-0133  795 0.024190743 myalgo-run-1
82 0 AP891206-0093  796 0.024190743 myalgo-run-1
82 0 AP890110-0155  797 0.023911346 myalgo-run-1
82 0 AP890216-0056  798 0.023911346 myalgo-run-1
82 0 AP890318-0006  799 0.023911346 myalgo-run-1
82 0 AP890210-0130  800 0.023710707 myalgo-run-1
82 0 AP890308-0157  801 0.023710707 myalgo-run-1
82 0 AP890529-0022  802 0.023710707 myalgo-run-1
82 0 AP891215-0096  803 0.023710707 myalgo-run-1
82 0 AP890103-0238  804 0.023697054 myalgo-run-1
82 0 AP890120-0051  805 0.023697054 myalgo-run-1
82 0 AP890123-0323  806 0.023697054 myalgo-run-1
82 0 AP890124-0248  807 0.023697054 myalgo-run-1
82 0 AP890126-0274  808 0.023697054 myalgo-run-1
82 0 AP890130-0125  809 0.023697054 myalgo-run-1
82 0 AP890201-0116  810 0.023697054 myalgo-run-1
82 0 AP890201-0261  811 0.023697054 myalgo-run-1
82 0 AP890203-0072  812 0.023697054 myalgo-run-1
82 0 AP890207-0122  813 0.023697054 myalgo-run-1
82 0 AP890218-0059  814 0.023697054 myalgo-run-1
82 0 AP890308-0009  815 0.023697054 myalgo-run-1
82 0 AP890318-0158  816 0.023697054 myalgo-run-1
82 0 AP890323-0107  817 0.023697054 myalgo-run-1
82 0 AP890326-0078  818 0.023697054 myalgo-run-1
82 0 AP890327-0027  819 0.023697054 myalgo-run-1
82 0 AP890330-0180  820 0.023697054 myalgo-run-1
82 0 AP890406-0003  821 0.023697054 myalgo-run-1
82 0 AP890410-0019  822 0.023697054 myalgo-run-1
82 0 AP890411-0146  823 0.023697054 myalgo-run-1
82 0 AP890413-0215  824 0.023697054 myalgo-run-1
82 0 AP890417-0005  825 0.023697054 myalgo-run-1
82 0 AP890421-0130  826 0.023697054 myalgo-run-1
82 0 AP890425-0062  827 0.023697054 myalgo-run-1
82 0 AP890428-0135  828 0.023697054 myalgo-run-1
82 0 AP890501-0056  829 0.023697054 myalgo-run-1
82 0 AP890506-0042  830 0.023697054 myalgo-run-1
82 0 AP890509-0123  831 0.023697054 myalgo-run-1
82 0 AP890520-0006  832 0.023697054 myalgo-run-1
82 0 AP890531-0193  833 0.023697054 myalgo-run-1
82 0 AP890608-0268  834 0.023697054 myalgo-run-1
82 0 AP890609-0248  835 0.023697054 myalgo-run-1
82 0 AP890612-0275  836 0.023697054 myalgo-run-1
82 0 AP890622-0114  837 0.023697054 myalgo-run-1
82 0 AP890623-0136  838 0.023697054 myalgo-run-1
82 0 AP890628-0091  839 0.023697054 myalgo-run-1
82 0 AP890701-0041  840 0.023697054 myalgo-run-1
82 0 AP890703-0069  841 0.023697054 myalgo-run-1
82 0 AP890706-0118  842 0.023697054 myalgo-run-1
82 0 AP890706-0119  843 0.023697054 myalgo-run-1
82 0 AP890707-0216  844 0.023697054 myalgo-run-1
82 0 AP890710-0021  845 0.023697054 myalgo-run-1
82 0 AP890710-0269  846 0.023697054 myalgo-run-1
82 0 AP890717-0058  847 0.023697054 myalgo-run-1
82 0 AP890717-0059  848 0.023697054 myalgo-run-1
82 0 AP890718-0005  849 0.023697054 myalgo-run-1
82 0 AP890720-0274  850 0.023697054 myalgo-run-1
82 0 AP890723-0013  851 0.023697054 myalgo-run-1
82 0 AP890731-0213  852 0.023697054 myalgo-run-1
82 0 AP890805-0066  853 0.023697054 myalgo-run-1
82 0 AP890811-0093  854 0.023697054 myalgo-run-1
82 0 AP890811-0227  855 0.023697054 myalgo-run-1
82 0 AP890818-0095  856 0.023697054 myalgo-run-1
82 0 AP890825-0239  857 0.023697054 myalgo-run-1
82 0 AP890830-0082  858 0.023697054 myalgo-run-1
82 0 AP890830-0155  859 0.023697054 myalgo-run-1
82 0 AP890910-0018  860 0.023697054 myalgo-run-1
82 0 AP890911-0083  861 0.023697054 myalgo-run-1
82 0 AP890925-0018  862 0.023697054 myalgo-run-1
82 0 AP891002-0060  863 0.023697054 myalgo-run-1
82 0 AP891002-0134  864 0.023697054 myalgo-run-1
82 0 AP891005-0010  865 0.023697054 myalgo-run-1
82 0 AP891005-0194  866 0.023697054 myalgo-run-1
82 0 AP891007-0066  867 0.023697054 myalgo-run-1
82 0 AP891009-0009  868 0.023697054 myalgo-run-1
82 0 AP891009-0135  869 0.023697054 myalgo-run-1
82 0 AP891101-0123  870 0.023697054 myalgo-run-1
82 0 AP891108-0061  871 0.023697054 myalgo-run-1
82 0 AP891108-0284  872 0.023697054 myalgo-run-1
82 0 AP891113-0160  873 0.023697054 myalgo-run-1
82 0 AP891130-0123  874 0.023697054 myalgo-run-1
82 0 AP891206-0196  875 0.023697054 myalgo-run-1
82 0 AP891213-0192  876 0.023697054 myalgo-run-1
82 0 AP891221-0161  877 0.023697054 myalgo-run-1
82 0 AP891221-0256  878 0.023697054 myalgo-run-1
82 0 AP891228-0072  879 0.023697054 myalgo-run-1
82 0 AP890308-0161  880 0.023578282 myalgo-run-1
82 0 AP890411-0120  881 0.023578282 myalgo-run-1
82 0 AP890411-0198  882 0.023578282 myalgo-run-1
82 0 AP890421-0034  883 0.023578282 myalgo-run-1
82 0 AP890609-0128  884 0.023578282 myalgo-run-1
82 0 AP890610-0124  885 0.023578282 myalgo-run-1
82 0 AP890612-0152  886 0.023578282 myalgo-run-1
82 0 AP890615-0195  887 0.023578282 myalgo-run-1
82 0 AP890704-0173  888 0.023578282 myalgo-run-1
82 0 AP890101-0060  889 0.02325458 myalgo-run-1
82 0 AP890104-0153  890 0.02325458 myalgo-run-1
82 0 AP890111-0278  891 0.02325458 myalgo-run-1
82 0 AP890112-0077  892 0.02325458 myalgo-run-1
82 0 AP890124-0266  893 0.02325458 myalgo-run-1
82 0 AP890202-0024  894 0.02325458 myalgo-run-1
82 0 AP890208-0202  895 0.02325458 myalgo-run-1
82 0 AP890224-0192  896 0.02325458 myalgo-run-1
82 0 AP890407-0316  897 0.02325458 myalgo-run-1
82 0 AP890410-0131  898 0.02325458 myalgo-run-1
82 0 AP890412-0236  899 0.02325458 myalgo-run-1
82 0 AP890421-0242  900 0.02325458 myalgo-run-1
82 0 AP890503-0294  901 0.02325458 myalgo-run-1
82 0 AP890511-0287  902 0.02325458 myalgo-run-1
82 0 AP890608-0277  903 0.02325458 myalgo-run-1
82 0 AP890709-0022  904 0.02325458 myalgo-run-1
82 0 AP890722-0146  905 0.02325458 myalgo-run-1
82 0 AP890802-0051  906 0.02325458 myalgo-run-1
82 0 AP890811-0168  907 0.02325458 myalgo-run-1
82 0 AP890815-0184  908 0.02325458 myalgo-run-1
82 0 AP890815-0215  909 0.02325458 myalgo-run-1
82 0 AP890829-0230  910 0.02325458 myalgo-run-1
82 0 AP890906-0182  911 0.02325458 myalgo-run-1
82 0 AP890907-0251  912 0.02325458 myalgo-run-1
82 0 AP891024-0257  913 0.02325458 myalgo-run-1
82 0 AP891117-0154  914 0.02325458 myalgo-run-1
82 0 AP891117-0231  915 0.02325458 myalgo-run-1
82 0 AP891208-0255  916 0.02325458 myalgo-run-1
82 0 AP891208-0272  917 0.02325458 myalgo-run-1
82 0 AP891211-0311  918 0.02325458 myalgo-run-1
82 0 AP890104-0204  919 0.022987379 myalgo-run-1
82 0 AP890111-0121  920 0.022987379 myalgo-run-1
82 0 AP890114-0089  921 0.022987379 myalgo-run-1
82 0 AP890125-0299  922 0.022987379 myalgo-run-1
82 0 AP890201-0301  923 0.022987379 myalgo-run-1
82 0 AP890207-0266  924 0.022987379 myalgo-run-1
82 0 AP890302-0010  925 0.022987379 myalgo-run-1
82 0 AP890314-0075  926 0.022987379 myalgo-run-1
82 0 AP890410-0249  927 0.022987379 myalgo-run-1
82 0 AP890413-0247  928 0.022987379 myalgo-run-1
82 0 AP890510-0155  929 0.022987379 myalgo-run-1
82 0 AP890510-0267  930 0.022987379 myalgo-run-1
82 0 AP890519-0015  931 0.022987379 myalgo-run-1
82 0 AP890525-0196  932 0.022987379 myalgo-run-1
82 0 AP890526-0223  933 0.022987379 myalgo-run-1
82 0 AP890601-0348  934 0.022987379 myalgo-run-1
82 0 AP890613-0076  935 0.022987379 myalgo-run-1
82 0 AP890614-0127  936 0.022987379 myalgo-run-1
82 0 AP890615-0250  937 0.022987379 myalgo-run-1
82 0 AP890623-0148  938 0.022987379 myalgo-run-1
82 0 AP890623-0252  939 0.022987379 myalgo-run-1
82 0 AP890710-0251  940 0.022987379 myalgo-run-1
82 0 AP890714-0205  941 0.022987379 myalgo-run-1
82 0 AP890715-0020  942 0.022987379 myalgo-run-1
82 0 AP890914-0101  943 0.022987379 myalgo-run-1
82 0 AP890927-0245  944 0.022987379 myalgo-run-1
82 0 AP890928-0122  945 0.022987379 myalgo-run-1
82 0 AP891004-0254  946 0.022987379 myalgo-run-1
82 0 AP891004-0262  947 0.022987379 myalgo-run-1
82 0 AP891014-0066  948 0.022987379 myalgo-run-1
82 0 AP891017-0158  949 0.022987379 myalgo-run-1
82 0 AP891024-0029  950 0.022987379 myalgo-run-1
82 0 AP891031-0083  951 0.022987379 myalgo-run-1
82 0 AP891130-0121  952 0.022987379 myalgo-run-1
82 0 AP891202-0094  953 0.022987379 myalgo-run-1
82 0 AP891211-0312  954 0.022987379 myalgo-run-1
82 0 AP891223-0008  955 0.022987379 myalgo-run-1
82 0 AP890104-0095  956 0.02292826 myalgo-run-1
82 0 AP890929-0033  957 0.02292826 myalgo-run-1
82 0 AP890609-0274  958 0.022757504 myalgo-run-1
82 0 AP890113-0026  959 0.022599673 myalgo-run-1
82 0 AP890308-0136  960 0.022599673 myalgo-run-1
82 0 AP890113-0036  961 0.022527631 myalgo-run-1
82 0 AP890123-0162  962 0.022527631 myalgo-run-1
82 0 AP890123-0298  963 0.022527631 myalgo-run-1
82 0 AP890129-0007  964 0.022527631 myalgo-run-1
82 0 AP890204-0045  965 0.022527631 myalgo-run-1
82 0 AP890226-0104  966 0.022527631 myalgo-run-1
82 0 AP890303-0089  967 0.022527631 myalgo-run-1
82 0 AP890323-0252  968 0.022527631 myalgo-run-1
82 0 AP890404-0229  969 0.022527631 myalgo-run-1
82 0 AP890404-0232  970 0.022527631 myalgo-run-1
82 0 AP890405-0290  971 0.022527631 myalgo-run-1
82 0 AP890411-0156  972 0.022527631 myalgo-run-1
82 0 AP890421-0258  973 0.022527631 myalgo-run-1
82 0 AP890503-0260  974 0.022527631 myalgo-run-1
82 0 AP890514-0013  975 0.022527631 myalgo-run-1
82 0 AP890517-0168  976 0.022527631 myalgo-run-1
82 0 AP890524-0141  977 0.022527631 myalgo-run-1
82 0 AP890601-0337  978 0.022527631 myalgo-run-1
82 0 AP890601-0339  979 0.022527631 myalgo-run-1
82 0 AP890620-0008  980 0.022527631 myalgo-run-1
82 0 AP890711-0082  981 0.022527631 myalgo-run-1
82 0 AP890718-0173  982 0.022527631 myalgo-run-1
82 0 AP890719-0239  983 0.022527631 myalgo-run-1
82 0 AP890728-0137  984 0.022527631 myalgo-run-1
82 0 AP890802-0259  985 0.022527631 myalgo-run-1
82 0 AP890805-0052  986 0.022527631 myalgo-run-1
82 0 AP890825-0205  987 0.022527631 myalgo-run-1
82 0 AP890908-0274  988 0.022527631 myalgo-run-1
82 0 AP890920-0246  989 0.022527631 myalgo-run-1
82 0 AP891002-0301  990 0.022527631 myalgo-run-1
82 0 AP891016-0132  991 0.022527631 myalgo-run-1
82 0 AP891024-0129  992 0.022527631 myalgo-run-1
82 0 AP891031-0208  993 0.022527631 myalgo-run-1
82 0 AP891102-0153  994 0.022527631 myalgo-run-1
82 0 AP891123-0038  995 0.022527631 myalgo-run-1
82 0 AP891222-0182  996 0.022527631 myalgo-run-1
82 0 AP890815-0036  997 0.022287596 myalgo-run-1
82 0 AP890911-0230  998 0.022287596 myalgo-run-1
82 0 AP890104-0230  999 0.022140136 myalgo-run-1
82 0 AP890126-0285  1000 0.022140136 myalgo-run-1
83 0 AP890207-0122  1 0.18671069 myalgo-run-1
83 0 AP890112-0082  2 0.15247348 myalgo-run-1
83 0 AP891221-0132  3 0.13654055 myalgo-run-1
83 0 AP891031-0231  4 0.1358412 myalgo-run-1
83 0 AP890501-0118  5 0.1358412 myalgo-run-1
83 0 AP891017-0110  6 0.120490685 myalgo-run-1
83 0 AP890110-0128  7 0.114616014 myalgo-run-1
83 0 AP890628-0222  8 0.11123196 myalgo-run-1
83 0 AP891113-0165  9 0.10403089 myalgo-run-1
83 0 AP890424-0095  10 0.1016536 myalgo-run-1
83 0 AP890708-0120  11 0.09724074 myalgo-run-1
83 0 AP890618-0005  12 0.09102703 myalgo-run-1
83 0 AP890708-0110  13 0.08976792 myalgo-run-1
83 0 AP891117-0255  14 0.0861772 myalgo-run-1
83 0 AP890406-0063  15 0.08459015 myalgo-run-1
83 0 AP890411-0011  16 0.08359625 myalgo-run-1
